model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE
GRU_Baseline,0.4479682922363281,0.3080894068667763,0.5782004714638631,0.3803281508688926,0.9904662798897044,0.9951783499218883,0.7952100372314452
