model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE,CV_STD
ExtraTrees,7.105427357601002e-16,0.11122807017543766,3.1776437161565094e-15,0.15259164631891173,1.0,0.9992238596491229,1.592730555555556,1.6220090397072322
