model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE,CV_STD
CatBoost,0.09758582871897398,0.1699857145342312,0.12053015804107937,0.2232728374193839,0.9995857171388572,0.9983383080023566,1.223575415196937,0.8799850938175015
