Compare,MAE,RMSE,R2
Baseline,0.1700,0.2233,0.998338
Tuned,0.1790,0.2464,0.997977

--- Baseline Model Overfitting Check ---
Metric,Train,Test,Diff,Note
MAE (%),0.0976,0.1700,+0.0724,OK
RMSE (%),0.1205,0.2233,+0.1027,OK
R2,0.999586,0.998338,+0.001247,OK

--- Tuned Model Overfitting Check ---
Metric,Train,Test,Diff,Note
MAE (%),0.0434,0.1790,+0.1355,OK
RMSE (%),0.0541,0.2464,+0.1923,OK
R2,0.999917,0.997977,+0.001940,OK
