model,MAE_test,RMSE_test,R2_test,CV_MAE
CB_Baseline,0.1699857145342312,0.2232728374193839,0.9983383080023566,1.223575415196937
CB_Tuned,0.17897403438863826,0.24636509971420859,0.997976807921427,1.2137927006720308
