model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE,CV_STD
LightGBM,0.9066302129045124,0.9819860837502596,1.2171749753048515,1.2294210745597711,0.9577514756509021,0.9496174607142766,3.195337262144181,0.9389311467199944
