cycle,charge_time_to_full_rolling_mean_10,voltage_spread_under_load_rolling_mean_10,proxy_IR_mean_rolling_mean_10,voltage_asymmetry_under_load_rolling_mean_10,charge_time_to_full_rolling_mean_5,voltage_spread_under_load_rolling_mean_5,voltage_spread_mean_rolling_mean_10,voltage_spread_under_load_rolling_mean_3,charge_time_to_full_rolling_mean_3,voltage_spread_under_load,voltage_spread_max_rolling_mean_10,charge_time_to_full,proxy_IR_mean,proxy_IR_median,proxy_IR_mean_rolling_mean_5,Cell_V_Avg_range_rolling_mean_10,proxy_IR_mean_rolling_mean_3,voltage_asymmetry_under_load_rolling_mean_5,voltage_asymmetry_under_load_rolling_mean_3,charge_time_to_95,voltage_asymmetry_under_load,voltage_spread_mean_rolling_mean_5,voltage_spread_max_rolling_mean_5,active_duration,voltage_spread_max_rolling_mean_3,charge_time_to_80,Cell_V_Avg_range_rolling_mean_5,voltage_spread_mean_rolling_mean_3,voltage_asymmetry_mean_rolling_mean_10,Cell_V_Avg_range_rolling_mean_3,soh_label
41,5474.1,0.006706285442359789,0.001829350099988013,0.27157724642332554,5455.2,0.006758356854793987,0.006330196803352331,0.006799181923552407,5426.0,0.00675958316118074,0.01890000000000014,5412.0,0.0018710277581263216,0.0018604651162790714,0.0018541246594174256,0.8372999999999997,0.0018624493673433898,0.27293245968435315,0.27401691460309957,4086.0,0.27377922521957676,0.00639004049775471,0.019000000000000128,21783,0.019000000000000128,2887.0,0.8389999999999997,0.006503042684734363,0.25905080387518564,0.8386666666666663,90.0
42,5463.4,0.0067347637487953525,0.0018392217348890433,0.2722210382833774,5437.0,0.0067885147982943705,0.0063740118497857615,0.006793961610050908,5416.333333333333,0.006824290132133822,0.01890000000000014,5405.0,0.0018838418296152064,0.001874999999999992,0.001863803534073487,0.8381999999999998,0.0018718783587851043,0.27368844160499195,0.27373694893750167,4082.0,0.2741846483003816,0.006450976361651697,0.019000000000000128,21342,0.019000000000000128,2885.0,0.8399999999999999,0.006477697832017262,0.2602312547389304,0.8396666666666665,90.0
43,5452.6,0.006760702897747176,0.0018489724745014806,0.2728713639790664,5415.6,0.00682492300048778,0.006397724665031431,0.006828884130987474,5404.0,0.006902779099647857,0.01890000000000014,5395.0,0.0018924963814623448,0.0018904320987654466,0.001872737262621544,0.8385999999999998,0.0018824553230679577,0.2744425860142485,0.2746471371605068,4075.0,0.27597753796156205,0.006469272048310005,0.019000000000000128,21014,0.019000000000000128,2881.0,0.8401999999999997,0.006514816839529538,0.26187711895753385,0.8426666666666663,89.0
44,5441.3,0.006785253935772155,0.0018582908473554656,0.2734987464803445,5406.6,0.006838305705778575,0.006403832641507188,0.006877977943624655,5396.333333333333,0.006906864599092288,0.01890000000000014,5389.0,0.0019014492379081777,0.0018862690707350796,0.0018819161391451671,0.8398999999999998,0.0018925958163285763,0.274832835100837,0.2757126589973539,4071.0,0.27697579073011813,0.006493323172729046,0.019000000000000128,21152,0.019000000000000128,2879.0,0.8405999999999997,0.006358626423316791,0.2647369948906566,0.8426666666666663,89.0
45,5430.8,0.006803100346545561,0.0018671357207857453,0.27401857907688,5395.0,0.006856800754009598,0.006395424805512896,0.006900043492244477,5386.0,0.006890486777993285,0.019000000000000128,5374.0,0.0019037439880529282,0.001893783449979408,0.0018905118390329957,0.8395999999999997,0.0018992298691411502,0.2754164449072979,0.27637278367217705,4060.0,0.2761650223248511,0.006424566707301281,0.019000000000000128,21139,0.019000000000000128,2871.0,0.8415999999999997,0.00645775276763593,0.2647109318266683,0.840333333333333,89.0
46,5420.4,0.006820462423614425,0.001876845770593515,0.2743251001900914,5385.6,0.006882567992434864,0.006416667010921463,0.00689525691013088,5376.0,0.006888419353307066,0.019100000000000117,5365.0,0.0019163029718093653,0.0019076561740061972,0.0018995668817696043,0.8395999999999997,0.0019071653992568237,0.27571774069582966,0.27614217240573485,4054.0,0.2752857041622354,0.006443293524088215,0.019200000000000106,21061,0.019333333333333425,2867.0,0.8401999999999997,0.006459745144364713,0.2651768364911563,0.8386666666666663,88.0
47,5409.1,0.006842590022136203,0.0018860388628720078,0.2749296024455958,5381.2,0.006896665245978037,0.0065072980082138635,0.0068912275103833465,5374.0,0.006894776399849686,0.019200000000000106,5383.0,0.0019273783791198254,0.0019230769230769553,0.0019082741916705281,0.8386999999999997,0.001915808446327373,0.2761707632861997,0.2759668292464394,4074.0,0.2764497612522317,0.006563619654776029,0.019400000000000084,21288,0.01966666666666672,2890.0,0.8373999999999997,0.0065948586354289,0.26802130769751903,0.834333333333333,88.0
48,5394.3,0.006864214435366232,0.001895281872457887,0.27557366692736324,5373.0,0.006903505870244686,0.00646792284112035,0.006906725991379286,5367.333333333333,0.006936982220981105,0.019200000000000106,5354.0,0.0019402578345808518,0.0019316493313521386,0.0019178264822942298,0.8381999999999998,0.0019279797285033475,0.27670474784047805,0.27679430871580696,4047.0,0.2786474607329539,0.0064665736339306916,0.019400000000000084,21486,0.01966666666666672,2865.0,0.8361999999999996,0.006584828383911892,0.26604142668253894,0.8336666666666663,88.0
49,5384.9,0.006876657528755162,0.0019038896974750892,0.27588065009902496,5363.2,0.006915009351731749,0.006545513100049515,0.006932046875786132,5359.0,0.006964382006527605,0.019200000000000106,5340.0,0.0019416331054620854,0.0019271948608137093,0.0019258632558050112,0.8387999999999998,0.0019364231063875876,0.2769284650972129,0.2777305329996593,4035.0,0.2780943770137923,0.006597703027369983,0.019400000000000084,21141,0.019333333333333425,2854.0,0.8369999999999997,0.006615975595453071,0.2710851608512278,0.8373333333333329,88.0
50,5374.3,0.006895463245300352,0.0019122167863687319,0.27641540973124995,5353.6,0.006934125736591107,0.006569523141834717,0.006962477643266261,5340.0,0.006986068702290075,0.019200000000000106,5326.0,0.00194403637755021,0.00193587416817907,0.0019339217337044675,0.8402999999999995,0.001941975772531049,0.27741437455520207,0.2784454691205143,4026.0,0.27859456961479684,0.006714479576368153,0.019400000000000084,20960,0.019000000000000128,2848.0,0.8389999999999997,0.006709185970289471,0.27109830544376357,0.8429999999999995,87.0
51,5384.3,0.00691852230314981,0.0019213275005248152,0.27680661552562585,5383.0,0.006954476613864756,0.006508842083430226,0.006980208149497662,5392.666666666667,0.006990173739675308,0.019200000000000106,5512.0,0.0019621348996871576,0.001952085181898868,0.001943088119280026,0.8405999999999997,0.0019492681275664846,0.2778954903554221,0.27812674326397496,4214.0,0.27769128316333574,0.006574390642772236,0.019200000000000106,21066,0.019000000000000128,3038.0,0.8409999999999996,0.006639440159100618,0.2687480495374319,0.8466666666666662,87.0
52,5374.8,0.0069422899220978555,0.0019300791720623892,0.27732080454053365,5368.4,0.006987914598217675,0.006599296417392755,0.007012736254526554,5382.666666666667,0.007061966321614276,0.019300000000000095,5310.0,0.0019713585449909455,0.0019691391774182025,0.0019518841524542503,0.8410999999999997,0.0019591766074094374,0.27847084579486764,0.2785374637425307,4015.0,0.2793265384494594,0.0066349731800094845,0.019200000000000106,20963,0.019333333333333425,2841.0,0.8447999999999997,0.006656975556494737,0.27224590232340945,0.8473333333333329,87.0
53,5365.6,0.006962262012133069,0.0019388650918614758,0.27776690423790845,5358.2,0.007021018154021452,0.006586038744848864,0.007051546687096529,5375.0,0.0071025,0.019400000000000084,5303.0,0.0019803555794532086,0.0019626168224299184,0.0019599037014287213,0.8418999999999996,0.001971283008043771,0.27882906063533885,0.27915211884936836,4010.0,0.28043853493530985,0.006705503855767037,0.019400000000000084,20800,0.01966666666666672,2838.0,0.8475999999999996,0.006569868849576698,0.2715891679471541,0.8479999999999998,87.0
54,5356.0,0.006979372766815909,0.0019463844418252587,0.2781107803430285,5348.8,0.007043736181900069,0.006651786341687555,0.007080812822511655,5302.0,0.007077972145920687,0.019500000000000073,5293.0,0.0019766427375460076,0.0019668100799016615,0.0019669056278455057,0.8421999999999997,0.0019761189539967204,0.2792930955888442,0.28005987505536273,4003.0,0.2804145517813191,0.006705869656005126,0.019600000000000062,20751,0.020000000000000018,2834.0,0.8473999999999997,0.0068351072841745545,0.2724015290213294,0.8479999999999998,86.0
55,5347.1,0.006996516232524663,0.00195520634301311,0.278384048313469,5340.6,0.0070589067284582184,0.006642854690156325,0.007080797860333836,5293.666666666667,0.0070619214350808234,0.019600000000000062,5285.0,0.0019919629999314444,0.0019817073170731556,0.0019764909523217527,0.8431999999999995,0.0019829871056435537,0.27935372207173603,0.27991692958196174,3997.0,0.2788977020292563,0.0065712298039444965,0.01980000000000004,20849,0.020000000000000018,2831.0,0.8473999999999997,0.006602947010181157,0.27112376000430644,0.8473333333333329,86.0
56,5338.8,0.0070175152324181795,0.0019640381856992446,0.27888694269968944,5294.6,0.007080553850971605,0.006656372430039132,0.00707943431108125,5286.666666666667,0.007098409352242239,0.019600000000000062,5282.0,0.0020046213986707117,0.0019990066664594655,0.0019849882521184637,0.8442999999999996,0.001991075712049388,0.27987839504395684,0.27987563394500486,3997.0,0.2803146480244393,0.006738354217306027,0.020000000000000018,20872,0.020000000000000018,2832.0,0.8475999999999996,0.006694190761665601,0.2708570794956747,0.8466666666666662,86.0
57,5327.2,0.007046157192472043,0.0019723619843712067,0.2795799809547265,5286.0,0.007104399786726413,0.0066383616123507376,0.007113842262570458,5278.0,0.0071811960003883134,0.019600000000000017,5267.0,0.0020106163658394445,0.0019947157536159017,0.0019928398162881635,0.8462999999999996,0.002002400254813867,0.2806891161145854,0.280864164618766,3984.0,0.2833801438026025,0.006641750044691991,0.019999999999999928,20602,0.01999999999999987,2822.0,0.8477999999999998,0.006550109537639514,0.27038847506910635,0.8479999999999998,86.0
58,5317.7,0.0070642698801657595,0.001979678668995203,0.27990625607656583,5277.2,0.007107521606310068,0.00666816438136647,0.0071325714835162755,5269.333333333333,0.007118109097918273,0.019700000000000006,5259.0,0.0020134246808208153,0.002000000000000002,0.001999453636561685,0.8479999999999996,0.002009554148443657,0.2809834515177928,0.2818683345927962,3979.0,0.2819102119513468,0.006630824906965904,0.019999999999999928,20752,0.01999999999999987,2818.0,0.8483999999999998,0.0066691940212790434,0.2731570157084845,0.8496666666666665,85.0
59,5308.8,0.007080598883026909,0.0019875606652240948,0.2802177249830475,5268.8,0.00711746158415375,0.006679026147063884,0.007142325711148562,5259.0,0.0071276720351391,0.019799999999999995,5251.0,0.002020453067751004,0.0020118733509234955,0.002008215702602684,0.8479999999999996,0.0020148313714704216,0.2811423543772508,0.2821664739441862,3973.0,0.28120906607860935,0.006652182638122642,0.019999999999999928,20490,0.01999999999999987,2815.0,0.8485999999999997,0.006691487985535579,0.2724124700657034,0.8496666666666667,85.0
60,5300.4,0.0070984859637305674,0.001996655807584567,0.2805338118494848,5260.2,0.007138065199002915,0.006679347457213438,0.007136906880794674,5250.666666666667,0.00716493950932665,0.019899999999999984,5242.0,0.0020349878011549317,0.0020294266869609356,0.0020168206628473815,0.8481999999999997,0.0020229551832422503,0.2817139016272335,0.28162490543637514,3967.0,0.2817554382791693,0.006787465110482377,0.019999999999999928,20747,0.020000000000000018,2811.0,0.8489999999999999,0.006845805453165134,0.2717489175603748,0.8493333333333334,85.0
61,5272.6,0.007122369241704264,0.002004692230284978,0.2812031921208348,5250.6,0.007164184632436924,0.006719786269737087,0.007173872687959343,5242.333333333333,0.0072290065194122784,0.019899999999999984,5234.0,0.002042499126691265,0.002027027027027022,0.002024396208451492,0.8485999999999997,0.0020326466651990668,0.2825279891977128,0.2824498634115382,3961.0,0.28438508587683603,0.006701218322168146,0.01979999999999995,20554,0.01966666666666672,2806.0,0.8496,0.006811513120336006,0.2725394969881329,0.8486666666666668,85.0
62,5264.5,0.007134535699005286,0.0020116862494091634,0.2816054605392285,5243.0,0.007164671611284158,0.006691369721181212,0.0071925256411211405,5235.0,0.0071836308946244916,0.019899999999999984,5229.0,0.0020412987362328017,0.0020291785477789754,0.0020305326825301633,0.8479999999999999,0.0020395952213596662,0.2825218049638716,0.28316324892980066,3959.0,0.28334922263339657,0.0067409893976704315,0.01980000000000004,20612,0.01966666666666672,2806.0,0.8482,0.006698120803552496,0.2732729292195484,0.8473333333333334,84.0
63,5255.9,0.007143195626105438,0.002018814814886169,0.28182317135870216,5234.6,0.007178869645900808,0.00673194556381862,0.007200578895012764,5226.666666666667,0.007189099271001519,0.019899999999999984,5217.0,0.002051641234223263,0.0020426287744227866,0.002038175993210653,0.8484999999999999,0.0020451463657157765,0.2826628911996115,0.28344998388009307,3949.0,0.2826156431300466,0.006833066220671337,0.01980000000000004,20439,0.01966666666666672,2799.0,0.8486,0.0067451958715939765,0.2741963421608792,0.8490000000000001,84.0
64,5247.7,0.007159804795320297,0.002027817077224453,0.2821436850768301,5226.6,0.007202148006486846,0.006760803071349707,0.007205598001231766,5219.0,0.007244063838069289,0.019899999999999984,5211.0,0.002066665360928847,0.0020614035087719172,0.0020474184518462215,0.8488,0.0020532017771283037,0.2831450157764094,0.28319485157534713,3945.0,0.28361968896259815,0.006869423504576771,0.01980000000000004,20552,0.020000000000000018,2797.0,0.8490000000000002,0.0069718299562166195,0.2747334726899878,0.8486666666666668,84.0
65,5240.0,0.007180533677652134,0.0020359906418490133,0.282748451305472,5219.8,0.007223002156301353,0.006790121644667431,0.007234124455823331,5212.0,0.007269210258399186,0.019899999999999984,5208.0,0.002073698646177048,0.0020569620253164398,0.0020551606208506447,0.8481,0.0020640017471097193,0.2837830009837104,0.28372689880277313,3944.0,0.28494536431567463,0.006792778178852485,0.01980000000000004,20627,0.020000000000000018,2797.0,0.8472000000000002,0.006932120088468556,0.2746209641941246,0.8476666666666667,84.0
66,5235.3,0.007196896029455889,0.002042403617358788,0.2833092847425013,5220.0,0.007229607426474856,0.006771586077402668,0.007258435655582756,5218.0,0.007262032870279793,0.019899999999999984,5235.0,0.0020687511537684604,0.002057142857142834,0.0020604110262660838,0.8487,0.002069705053624785,0.28409058028728984,0.2848293452243353,3974.0,0.28592298239473307,0.006841953832637189,0.020000000000000018,20444,0.020000000000000018,2830.0,0.8478000000000001,0.0068263258069457605,0.27670339236923397,0.8473333333333334,83.0
67,5227.3,0.007203184372540373,0.0020494032799548397,0.2833274386906953,5211.6,0.007241697133796588,0.006834603633213908,0.007258440853304043,5210.0,0.00724407943123315,0.01990000000000003,5187.0,0.0020806129917999585,0.0020719738276990082,0.0020682738773795156,0.8492000000000001,0.002074354263915156,0.284133072417519,0.2848100099983167,3929.0,0.28356168328454245,0.006928217868757386,0.020000000000000018,20395,0.020000000000000018,2786.0,0.8502000000000001,0.006796111410520185,0.2789503381284161,0.8493333333333334,83.0
68,5219.2,0.007221085236075367,0.002057314214401576,0.28362551673947556,5203.8,0.007263300826249925,0.0068912571369958335,0.007267743344927049,5200.0,0.007297117733268204,0.020000000000000018,5178.0,0.0020925340252881844,0.002087912087912102,0.0020764524355925,0.8496,0.002080632723618868,0.2845881422793396,0.2847918860394751,3922.0,0.2848909924391496,0.006949448053320331,0.020199999999999996,20470,0.020333333333333314,2781.0,0.8506,0.007006312329040387,0.2783515070722419,0.8546666666666667,83.0
69,5211.3,0.0072435639342008,0.0020656292427299076,0.28424671617677816,5196.0,0.007284979861914754,0.006851638674579151,0.007297885393631597,5179.0,0.007352459016393439,0.020000000000000018,5172.0,0.002103603351034314,0.002083333333333335,0.0020838400336135932,0.8495000000000001,0.0020922501227074856,0.2853484165771468,0.2852912453917755,3918.0,0.28742106045163457,0.0068338538445815306,0.020199999999999996,20374,0.020333333333333314,2779.0,0.85,0.006958329976123855,0.2766958965679618,0.8523333333333333,83.0
70,5203.8,0.0072590863387536255,0.002071872689311061,0.2848885773160165,5187.8,0.0072951705212059015,0.006832511513434732,0.007323246768172187,5172.333333333333,0.007320163554854918,0.020000000000000018,5167.0,0.002097422266966468,0.0020852221214868257,0.002088584757771477,0.8493,0.0020978532144296552,0.28599415364832265,0.28682870085411255,3916.0,0.28817404967155347,0.006872244848016977,0.020199999999999996,20299,0.020333333333333314,2779.0,0.8513999999999999,0.006838831720567877,0.2789187183743163,0.8496666666666667,82.0
71,5201.6,0.007266275573349065,0.002078644974442679,0.28489911218577185,5183.2,0.007302943720223276,0.006898758885709064,0.007324507145538342,5183.666666666667,0.007300898865366667,0.02020000000000004,5212.0,0.0021102219780074435,0.0021008403361344463,0.0020968789226192735,0.8498000000000001,0.002103749198669408,0.28570764408425386,0.2866951815658591,3962.0,0.2844904345743893,0.006955563938780937,0.020400000000000064,20359,0.020333333333333464,2827.0,0.8518000000000001,0.006836518949380103,0.28183203248705035,0.8493333333333334,82.0
72,5193.3,0.007283468692268912,0.002087002552476501,0.2852122868117388,5175.0,0.007325240250741235,0.0069681892428193285,0.00732554150134818,5175.0,0.007355562083822953,0.020300000000000075,5146.0,0.0021248745165710226,0.00211813234886671,0.0021057312275734865,0.8513999999999999,0.0021108395871816447,0.28629150120595864,0.286381817713003,3899.0,0.2864809688930662,0.007008160616881272,0.02060000000000013,20424,0.020666666666666906,2766.0,0.8526,0.007086622697686421,0.28179176517096644,0.8536666666666667,82.0
73,5185.9,0.007307179529764235,0.0020949482115869837,0.28592201483524504,5168.0,0.007351058233278547,0.006925549481562712,0.007360889531714793,5167.0,0.0074262076459547565,0.020400000000000064,5143.0,0.002131097825328092,0.002112676056337952,0.0021134439875814684,0.8498000000000001,0.002122064773302186,0.28725588739115054,0.2868947756108549,3897.0,0.2897129233651093,0.006901650909805093,0.02060000000000013,20246,0.021000000000000203,2766.0,0.849,0.007055322432020581,0.28014426252373703,0.8506666666666667,82.0
74,5177.9,0.007321485233212649,0.002100511008769192,0.2864431011333457,5159.8,0.007357990604510543,0.006884781778666871,0.007389630200777043,5140.0,0.00738712087255342,0.020500000000000053,5131.0,0.0021222933327509283,0.0021137618810590404,0.0021171819839247907,0.8506,0.002126088558216681,0.2875377856895445,0.2883414814005933,3888.0,0.2888305519436044,0.006935709712752211,0.020800000000000107,20079,0.021000000000000057,2759.0,0.8512000000000001,0.006925239599409313,0.28037356312420403,0.8513333333333334,81.0
75,5169.4,0.00733162443396784,0.002106866820407838,0.2865548719205834,5151.0,0.007368078346729781,0.0069528482316036045,0.00739464359481976,5132.333333333333,0.007370602265951105,0.020600000000000042,5123.0,0.0021372567625635047,0.0021279877144395627,0.002125148883044198,0.8524,0.002130215973547508,0.2871155901928441,0.28820218249892177,3883.0,0.2860630721880515,0.007033451615190231,0.021000000000000085,20124,0.020999999999999908,2755.0,0.8534,0.0068809833844161415,0.28277264355706705,0.8510000000000001,81.0
76,5158.0,0.00734828041059782,0.0021151292318326836,0.2868102612199545,5132.8,0.007393617100972362,0.00700606932087406,0.0073954385916947,5125.0,0.007428592636579573,0.020700000000000073,5121.0,0.0021513752680169178,0.002146797117343384,0.0021333795410460933,0.8509,0.0021369751211104504,0.28791287835565516,0.28779016650670014,3882.0,0.28847687538844435,0.007056574702967183,0.021000000000000085,20208,0.021000000000000057,2756.0,0.85,0.00709472527131692,0.28207689196096053,0.8510000000000001,81.0
77,5150.3,0.007372610156821101,0.0021228193412197115,0.28756673986878223,5125.6,0.007419980062900967,0.006962828923501243,0.007428857265332219,5118.0,0.0074873768934659805,0.020800000000000107,5110.0,0.002157514085670244,0.0021381578947368258,0.0021399074548659374,0.8513,0.0021487153720835556,0.2888419785316059,0.28855547244977187,3873.0,0.29112646977281986,0.006917497230121217,0.021000000000000085,20003,0.021000000000000203,2749.0,0.85,0.007056268559968097,0.28029650870292044,0.8516666666666667,81.0
78,5142.7,0.007388636864191665,0.0021286828355628396,0.28800939994727104,5117.4,0.007426215495104785,0.006979256907361888,0.007457784779006468,5111.0,0.007457384806973848,0.020800000000000107,5102.0,0.002151168968719459,0.0021395348837209426,0.002143921683544211,0.8516,0.0021533527741355407,0.2887629125033914,0.28964031279510044,3867.0,0.28931759322403716,0.007056862904918686,0.021000000000000085,20075,0.021000000000000203,2745.0,0.8542000000000002,0.007094341248234672,0.28143426180552666,0.852,80.0
79,5136.1,0.007399576084528027,0.002135108939058795,0.2882253871656181,5112.4,0.007441161564545512,0.006966140543378012,0.0074688709733989585,5106.0,0.00746185121975705,0.02090000000000014,5106.0,0.0021678643859938656,0.0021582733812950134,0.002153035894192798,0.8513999999999999,0.002158849146794523,0.2889129886416916,0.2900083318773208,3874.0,0.2895809326351053,0.006996571374003814,0.021000000000000175,19922,0.021000000000000203,2753.0,0.8516,0.006825234051137031,0.28177364126349563,0.854,80.0
