model,MAE_test,RMSE_test,R2_test,CV_MAE
LGBM_Baseline,0.9819860837502596,1.2294210745597711,0.9496174607142766,3.195337262144181
LGBM_Tuned,1.0813068381796906,1.3144945307664797,0.9424034709528337,3.2002377568819247
