model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE
LSTM_Baseline,0.9063583374023437,0.8445494802374589,1.104525845124014,1.0313245297676263,0.965209771600373,0.9645456571433195,1.017170130411784
