Compare,MAE,RMSE,R2
Baseline,0.8445,1.0313,0.964546
Tuned,0.4102,0.5772,0.988896

--- Baseline Model Overfitting Check ---
Metric,Train,Test,Diff,Note
MAE (%),0.9064,0.8445,-0.0618,OK
RMSE (%),1.1045,1.0313,-0.0732,OK
R2,0.965210,0.964546,+0.000664,OK

--- Tuned Model Overfitting Check ---
Metric,Train,Test,Diff,Note
MAE (%),0.7241,0.4102,-0.3139,OK
RMSE (%),0.8460,0.5772,-0.2689,OK
R2,0.979588,0.988896,-0.009308,OK
