model,MAE_test,RMSE_test,R2_test,CV_MAE
LGBM_Baseline,0.7586919059234672,0.924259511925593,0.9715248118205022,2.5825714196885134
LGBM_Tuned,0.6958227269481168,0.9057592527403631,0.9726533392025073,2.4026576496959935
