model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE,CV_STD
LightGBM,0.2878176905498878,0.7586919059234672,0.45877348970069914,0.924259511925593,0.9939979149756989,0.9715248118205022,2.5825714196885134,1.3581460027300163
