model,MAE_test,RMSE_test,R2_test,CV_MAE
XGB_Baseline,0.08279057552939967,0.10567910312118518,0.9996277309054501,1.672622273763021
XGB_Tuned,0.08495089882298519,0.11008865800832117,0.9995960162459309,1.6302976926167805
