model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE
CNN_Baseline,2.310606002807617,1.780537253931949,3.1459457430267914,2.1694630073776864,0.7177668835151599,0.8431143419873255,3.6885912513732912
