model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE
LSTM_Baseline,1.548794428507487,1.3698128148129112,1.9038551127620023,1.585664761783739,0.8966350487531364,0.9161889087745773,1.4798864364624023
