model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE
GRU_Baseline,0.9638539632161458,0.5190614399157072,1.1513605226458838,0.6864875042361974,0.9621968330862908,0.9842911635509186,3.7894823996225995
