model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE
Transformer_Baseline,0.9560507456461589,0.6094790006938734,1.2765361043040606,0.9077382616472713,0.9535301019317931,0.972533708278053,0.6248258209228515
