model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE
CNN_Baseline,1.5454408009847005,1.6800874408922697,1.9490582562653582,1.9883421213763848,0.8916684005803377,0.8682165202786819,7.309722627003987
