model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE,CV_STD
RandomForest,0.18549299508234754,0.12455781600758985,0.3103025955917447,0.1699466817357185,0.9972541530181281,0.9990372708455673,1.699735576599306,1.370571290401256
