model,MAE_test,RMSE_test,R2_test,CV_MAE
RF_Baseline,0.127371121713226,0.15395166071971708,0.9992099628720547,1.4951656691918953
RF_Tuned,0.106315789473684,0.1305454145619746,0.9994319298245614,1.3519749999999995
