model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE,CV_STD
RandomForest,0.1972185831588111,0.127371121713226,0.2522163612555361,0.15395166071971708,0.9981859384158275,0.9992099628720547,1.4951656691918953,0.8365834041385424
