model,MAE_test,RMSE_test,R2_test,CV_MAE
GB_Baseline,0.16273156660621768,0.18903258371641066,0.9988088894097833,1.193834078382272
GB_Tuned,0.17969976040910526,0.2405647161516963,0.9980709539114284,1.2531300255403892
