model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE,CV_STD
GradientBoosting,0.005361516496421596,0.16273156660621768,0.008305052272161637,0.18903258371641066,0.9999980330638809,0.9988088894097833,1.193834078382272,0.7215132997266163
