model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE
MLP_Baseline,17.511794726053875,13.58202522679379,18.9725513997817,14.054399790115523,-9.264953610761175,-5.584205115346642,47.415237409273786
