model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE
Transformer_Baseline,0.9475676218668619,0.8800366050318668,1.1364495390148361,1.027657686734396,0.9631696514811683,0.964797322629857,0.8790631993611655
