model,MAE_test,RMSE_test,R2_test,CV_MAE
XGB_Baseline,0.34479081003289475,0.517369939485013,0.9910776115239092,2.0134570185343423
XGB_Tuned,0.40969286466899674,0.5290762458285257,0.9906692775366664,1.9335912068684895
