model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE,CV_STD
XGBoost,0.005974706013997396,0.34479081003289475,0.01713899518044968,0.517369939485013,0.9999916232370021,0.9910776115239092,2.0134570185343423,0.6351119524430388
