model,MAE_test,RMSE_test,R2_test,CV_MAE
GB_Baseline,0.17436305942076266,0.23512408319118305,0.9981572221834502,1.521042939863071
GB_Tuned,0.15588406296994456,0.19509943495596901,0.9987312070159954,1.427855046667045
