model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE,CV_STD
GradientBoosting,0.002097712205973797,0.17436305942076266,0.006584610620137561,0.23512408319118305,0.9999987635808835,0.9981572221834502,1.521042939863071,1.2709264575407822
