model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE,CV_STD
CatBoost,0.06236900633427401,0.5067207308585601,0.08279800794671599,0.6730339504646542,0.9998045006619788,0.9849008433840647,2.067443442362008,2.059875315024135
