model,MAE_test,RMSE_test,R2_test,CV_MAE
CB_Baseline,0.5067207308585601,0.6730339504646542,0.9849008433840647,2.067443442362008
CB_Tuned,0.2617883206593819,0.3472859554182766,0.9959797488389738,1.898995915118674
