model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE,CV_STD
ExtraTrees,0.0,0.06368421052631545,0.0,0.07886994253996568,1.0,0.9997926510721248,1.05251111111111,0.8630933314963419
