model,MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,CV_MAE
MLP_Baseline,20.165778096516927,19.802471963982832,21.46872042501868,21.042655449244574,-12.143705989190522,-13.759778278520747,42.98439625104268
